brand,model,model_year,milage,fuel_type,transmission,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
Ford,Expedition EL Limited,2017,104,Gasoline,A/T,1,19995,365.0,14,633,3,0,8
Ford,Bronco Sport Base,2022,14,Gasoline,8-Speed A/T,0,29182,201.0,14,326,3,0,3
BMW,M4 Competition xDrive,2022,16,Gasoline,8-Speed A/T,0,84995,503.0,4,979,3,0,3
Land,Rover Defender,2022,12,Gasoline,8-Speed A/T,0,104900,447.0,26,1374,3,0,3
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10,Gasoline,A/T,0,60998,341.0,36,222,3,0,4
Nissan,GT-R Premium,2017,31,Gasoline,Transmission w/Dual Shift Mode,0,113000,565.0,39,785,3,2,8
Chrysler,200 C,2015,44,E85 Flex Fuel,A/T,1,12700,295.0,10,19,1,0,10
Hummer,H2 Base,2003,109,Gasoline,A/T,0,17500,316.0,18,852,3,0,22
BMW,M4 Base,2020,31,Gasoline,Transmission w/Dual Shift Mode,0,62450,425.0,4,976,3,2,5
Audi,Q8 55 Premium Plus,2021,30,Hybrid,8-Speed A/T,0,62000,335.0,3,1258,4,0,4
Land,Rover Range Rover HSE,2012,66,Gasoline,A/T,0,19950,385.0,26,1411,3,0,13
Nissan,Frontier SV,2012,97,Gasoline,A/T,1,17000,261.0,39,732,3,0,13
Toyota,Highlander LE Plus,2015,198,Gasoline,A/T,0,14000,270.0,53,863,3,0,10
Audi,S4 3.0T Premium Plus,2013,92,Gasoline,A/T,1,24000,333.0,3,1464,3,0,12
Ford,Expedition Max Limited,2018,46,Gasoline,10-Speed A/T,0,45023,375.0,14,638,3,0,7
BMW,228 i,2015,54,Gasoline,6-Speed Manual,1,19996,240.0,4,22,3,1,10
Land,Rover Range Rover Sport HST MHEV,2020,52,Hybrid,8-Speed A/T,0,55000,395.0,26,1428,4,0,5
Mercedes-Benz,E-Class AMG E 53,2020,23,Hybrid,A/T,0,72598,341.0,36,545,4,0,5
Porsche,911 Carrera,2008,132,Gasoline,6-Speed Manual,0,35000,325.0,43,143,3,1,17
Dodge,Dakota SLT Quad Cab,2006,256,Gasoline,A/T,0,4000,350.0,11,535,3,0,19
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,31,Gasoline,Transmission w/Dual Shift Mode,0,65700,518.0,36,1497,3,2,16
Chrysler,Sebring LX,2008,67,Gasoline,A/T,0,4900,173.0,10,1524,3,0,17
Chevrolet,Corvette Stingray w/3LT,2021,12,Gasoline,A/T,1,99900,490.0,9,511,3,0,4
Ford,Bronco Outer Banks,2023,16,Gasoline,A/T,0,54000,275.0,14,323,3,0,2
Toyota,Tacoma TRD Pro,2018,29,Gasoline,6-Speed M/T,0,42900,309.0,53,1666,3,1,7
RAM,ProMaster 2500 High Roof,2019,88,Gasoline,6-Speed A/T,1,39900,280.0,44,1217,3,0,6
Ford,Shelby GT350 Base,2018,19,Gasoline,6-Speed Manual,1,60867,526.0,14,1531,3,1,7
Tesla,Model 3 Performance,2018,93,Electric,1-Speed A/T,0,30499,271.0,52,1085,2,0,7
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,2,Gasoline,8-Speed A/T,0,172000,523.0,26,1418,3,0,2
Volvo,XC60 T6 Inscription,2019,59,Gasoline,A/T,1,29000,330.0,55,1821,3,0,6
Lexus,LS 460 Crafted Line,2015,74,Gasoline,Transmission w/Dual Shift Mode,0,33900,386.0,27,926,3,2,10
Tesla,Model S 100D,2018,34,Electric,A/T,0,51900,518.0,52,1088,2,0,7
Cadillac,XT6 Premium Luxury AWD,2023,222,Gasoline,A/T,0,69000,310.0,8,1858,3,0,2
Chevrolet,Avalanche 1500 LTZ,2007,75,E85 Flex Fuel,A/T,0,16499,310.0,9,280,1,0,18
Chevrolet,Corvette Grand Sport,2013,16,Gasoline,Transmission w/Dual Shift Mode,0,45000,430.0,9,506,3,2,12
Audi,Q8 55 Premium,2020,34,Hybrid,8-Speed A/T,0,52500,335.0,3,1257,4,0,5
Honda,Odyssey Elite,2019,82,Gasoline,10-Speed A/T,0,32471,280.0,17,1157,3,0,6
Acura,TLX,2023,3,Gasoline,A/T,0,38598,232.0,0,1639,3,0,2
Porsche,Cayenne GTS Coupe AWD,2023,10,Gasoline,8-Speed A/T,0,145000,453.0,43,428,3,0,2
Cadillac,STS V6,2005,96,Gasoline,A/T,1,4999,260.0,8,1514,3,0,20
Dodge,Charger R/T,2021,8,Gasoline,8-Speed A/T,0,41950,370.0,11,452,3,0,4
Audi,RS 7 4.0T Performance Prestige,2017,66,Gasoline,8-Speed A/T,1,59200,605.0,3,1310,3,0,8
Lexus,CT 200h Premium,2012,109,Hybrid,A/T,1,14945,134.0,27,364,4,0,13
Hyundai,Genesis Coupe 3.8 Base,2015,60,Gasoline,Transmission w/Dual Shift Mode,0,17000,348.0,19,806,3,2,10
Tesla,Model S Performance,2020,15,Electric,1-Speed A/T,0,63000,778.0,52,1097,2,0,5
Mercedes-Benz,E-Class E 350 4MATIC,2022,9,Gasoline,9-Speed A/T,0,56999,255.0,36,550,3,0,3
Toyota,GR86 Base,2022,13,Gasoline,6-Speed A/T,0,33499,228.0,53,779,3,0,3
Porsche,Macan S,2020,29,Gasoline,A/T,0,55998,341.0,43,1030,3,0,5
Dodge,Durango SRT,2018,78,Gasoline,Transmission w/Dual Shift Mode,1,44700,475.0,11,542,3,2,7
Lexus,LX 570 Base,2013,134,Gasoline,A/T,1,29995,383.0,27,932,3,0,12
Kia,Optima Hybrid EX,2013,105,Hybrid,6-Speed A/T,0,9000,199.0,24,1160,4,0,12
Bentley,Continental GT V8 S,2016,32,Gasoline,8-Speed A/T,0,103900,521.0,5,487,3,0,9
Alfa,Romeo Giulia Base,2020,30,Gasoline,8-Speed A/T,0,28900,280.0,1,1366,3,0,5
Lexus,LX 600 F SPORT,2023,490,Gasoline,A/T,0,124999,409.0,27,934,3,0,2
Porsche,Taycan Turbo,2020,18,Electric,A/T,0,105000,616.0,43,1680,2,0,5
Toyota,Sequoia Limited,2017,67,E85 Flex Fuel,6-Speed A/T,0,37999,381.0,53,1527,1,0,8
Kia,K5 EX,2021,8,Gasoline,A/T,0,29000,180.0,24,917,3,0,4
RAM,1500 Big Horn,2021,35,Gasoline,8-Speed A/T,0,40999,369.0,44,4,3,0,4
Chevrolet,Corvette Base,2008,80,Gasoline,6-Speed A/T,0,31000,430.0,9,505,3,0,17
Chevrolet,Corvette Stingray w/1LT,2022,6,Gasoline,Transmission w/Dual Shift Mode,0,99999,490.0,9,509,3,2,3
Jaguar,F-TYPE S,2014,75,Gasoline,8-Speed A/T,1,32450,495.0,21,699,3,0,11
Audi,A7 3.0T Prestige,2013,87,Gasoline,8-Speed A/T,0,20999,310.0,3,193,3,0,12
Audi,Q8 3.0T Prestige,2019,38,Gasoline,8-Speed A/T,0,49936,341.0,3,1256,3,0,6
Kia,Telluride SX,2020,38,Gasoline,8-Speed A/T,0,41999,291.0,24,1685,3,0,5
Toyota,Camry Hybrid XLE,2018,70,Hybrid,CVT Transmission,1,23995,208.0,53,408,4,0,7
Toyota,GR86 Premium,2022,1,Gasoline,6-Speed A/T,0,47999,228.0,53,780,3,0,3
BMW,M3 Base,2001,60,Gasoline,6-Speed Manual,0,25000,333.0,4,970,3,1,24
Jeep,Wrangler Rubicon,2014,99,Gasoline,6-Speed Manual,0,21000,285.0,22,1765,3,1,11
Toyota,Tundra Hybrid Capstone,2023,200,Hybrid,10-Speed A/T,0,82500,437.0,53,1730,4,0,2
Porsche,Panamera 4 Edition,2016,68,Gasoline,Transmission w/Dual Shift Mode,1,32950,310.0,43,1185,3,2,9
Lexus,GS 350 Base,2010,212,Gasoline,A/T,1,9450,303.0,27,781,3,0,15
GMC,Sierra 3500 Denali,2019,73,Diesel,A/T,1,58500,445.0,15,1551,0,0,6
Kia,Niro Plug-In Hybrid EX,2023,9,Plug-In Hybrid,A/T,0,31500,180.0,24,1154,5,0,2
Porsche,Cayenne Base,2014,118,Gasoline,8-Speed A/T,1,16975,300.0,43,423,3,0,11
Mercedes-Benz,S-Class S 65 AMG,2015,95,Gasoline,A/T,0,55000,621.0,36,1456,3,0,10
Lexus,GX 460 Premium,2017,116,Gasoline,6-Speed A/T,0,31950,301.0,27,794,3,0,8
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,57,Hybrid,7-Speed A/T,0,41899,321.0,0,1001,4,0,6
Audi,Q5 S line Premium Plus,2023,6,Hybrid,A/T,0,48698,232.0,3,1237,4,0,2
BMW,530 i,2017,37,Gasoline,A/T,0,31000,248.0,4,99,3,0,8
Kia,Forte Koup EX,2015,104,Gasoline,A/T,0,8500,173.0,24,727,3,0,10
Toyota,Sequoia Limited,2005,86,Gasoline,A/T,0,22500,282.0,53,1527,3,0,20
Land,Rover LR4 HSE,2013,126,Gasoline,A/T,0,21000,375.0,26,1393,3,0,12
Nissan,Titan SV,2023,6,Gasoline,9-Speed A/T,0,48000,400.0,39,1697,3,0,2
Ford,F-250 Lariat,2019,85,Diesel,6-Speed A/T,1,52500,450.0,14,675,0,0,6
Mercedes-Benz,AMG GT AMG GT,2017,19,Gasoline,Transmission w/Dual Shift Mode,0,75000,456.0,36,232,3,2,8
Cadillac,Escalade Platinum,2018,49,Gasoline,A/T,0,54000,420.0,8,611,3,0,7
BMW,M3 Base,2017,44,Gasoline,7-Speed A/T,0,55000,425.0,4,970,3,0,8
Chevrolet,Cruze LT,2012,148,Gasoline,6-Speed A/T,0,5500,138.0,9,525,3,0,13
Dodge,Challenger SRT8,2010,70,Gasoline,6-Speed Manual,0,22000,425.0,11,447,3,1,15
Mercedes-Benz,Sprinter 2500,2016,143,Diesel,A/T,0,33490,161.0,36,1610,0,0,9
Ford,F-350 Platinum,2019,69,Diesel,Transmission w/Dual Shift Mode,0,73500,450.0,14,689,0,2,6
Chevrolet,Tahoe LTZ,2015,124,Gasoline,6-Speed A/T,0,25650,355.0,9,1672,3,0,10
Audi,Q7 3.0T Prestige,2018,71,Gasoline,A/T,0,30950,333.0,3,1248,3,0,7
Jeep,Patriot Latitude,2015,109,Gasoline,A/T,1,7599,158.0,22,1204,3,0,10
INFINITI,QX70 Base,2014,71,Gasoline,7-Speed A/T,0,18995,325.0,20,1265,3,0,11
BMW,X5 xDrive35i,2013,76,Gasoline,A/T,0,12000,300.0,4,1803,3,0,12
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4,Hybrid,A/T,0,155000,395.0,26,1413,4,0,2
Cadillac,ATS 2.5L,2014,80,Gasoline,A/T,1,15000,202.0,8,240,3,0,11
Toyota,RAV4 Base,2010,124,Gasoline,4-Speed A/T,1,9900,179.0,53,1287,3,0,15
Acura,TSX Technology,2011,188,Gasoline,A/T,0,5500,201.0,0,1651,3,0,14
Mercedes-Benz,G-Class G 550 4MATIC,2020,45,Gasoline,A/T,0,133000,416.0,36,741,3,0,5
Honda,Civic Sport,2022,25,Gasoline,CVT Transmission,0,24500,158.0,17,466,3,0,3
BMW,M3 Base,2011,130,Gasoline,6-Speed Manual,0,29999,414.0,4,970,3,1,14
BMW,M3 Base,2008,41,Gasoline,Transmission w/Dual Shift Mode,0,38490,414.0,4,970,3,2,17
Nissan,Cube 1.8 S,2010,72,Gasoline,6-Speed Manual,0,6750,122.0,39,528,3,1,15
RAM,ProMaster 3500 Tradesman,2014,143,Gasoline,6-Speed A/T,0,13000,280.0,44,1220,3,0,11
Acura,RDX Base,2018,68,Gasoline,6-Speed A/T,1,23500,279.0,0,1297,3,0,7
Toyota,4Runner Limited,2018,95,Gasoline,A/T,0,33000,270.0,53,81,3,0,7
RAM,1500 Limited,2019,29,Gasoline,8-Speed A/T,1,49500,395.0,44,11,3,0,6
Chevrolet,Corvette Base,2003,145,Gasoline,A/T,0,22000,350.0,9,505,3,0,22
Land,Rover Defender 110 SE,2020,30,Hybrid,8-Speed A/T,0,68000,395.0,26,1375,4,0,5
Jeep,Grand Cherokee Laredo,2011,99,Gasoline,5-Speed A/T,0,14995,360.0,22,845,3,0,14
Volvo,S80 T6,2009,98,Gasoline,6-Speed A/T,0,10500,281.0,55,1487,3,0,16
Porsche,Cayenne S,2014,36,Gasoline,8-Speed A/T,0,37000,400.0,43,430,3,0,11
Mazda,CX-30 Select,2021,62,Gasoline,6-Speed A/T,0,22389,213.0,34,384,3,0,4
Chrysler,Town & Country Touring,2012,75,E85 Flex Fuel,6-Speed A/T,0,8500,283.0,10,1704,1,0,13
INFINITI,FX37 Base,2013,52,Gasoline,A/T,0,23900,325.0,20,707,3,0,12
Toyota,FJ Cruiser Base,2007,194,Gasoline,A/T,0,14950,239.0,53,705,3,0,18
Chevrolet,Silverado 1500 LT,2019,53,Gasoline,A/T,0,36950,355.0,9,1561,3,0,6
Mercedes-Benz,C-Class C 63 AMG,2012,103,Gasoline,7-Speed A/T,1,40000,451.0,36,339,3,0,13
BMW,428 Gran Coupe i xDrive,2016,59,Gasoline,Transmission w/Dual Shift Mode,1,20999,240.0,4,64,3,2,9
Lexus,GX 460 Premium,2017,82,Gasoline,A/T,0,32900,301.0,27,794,3,0,8
Porsche,Panamera Edition,2016,60,Gasoline,A/T,0,45000,310.0,43,1189,3,0,9
Cadillac,Escalade ESV Platinum,2017,94,Gasoline,A/T,0,47000,420.0,8,604,3,0,8
Lexus,IS 350 Base,2015,63,Gasoline,Transmission w/Dual Shift Mode,0,27500,306.0,27,886,3,2,10
Mercedes-Benz,E-Class E 350 4MATIC,2014,84,Gasoline,7-Speed A/T,0,19000,302.0,36,550,3,0,11
Audi,Q5 S line Premium,2022,18,Hybrid,A/T,0,40798,232.0,3,1236,4,0,3
Mercedes-Benz,E-Class E 350 4MATIC,2014,76,Gasoline,7-Speed A/T,0,17999,302.0,36,550,3,0,11
Chevrolet,Camaro 1LT,2017,74,Gasoline,A/T,0,19800,275.0,9,398,3,0,8
RAM,1500 Laramie,2022,16,Gasoline,8-Speed A/T,0,45999,369.0,44,10,3,0,3
Chevrolet,Silverado 1500 1LZ,2014,111,E85 Flex Fuel,6-Speed A/T,1,26000,355.0,9,1554,1,0,11
Toyota,Camry Solara SLE,2007,37,Gasoline,A/T,1,14995,210.0,53,412,3,0,18
Jaguar,F-TYPE S,2015,26,Gasoline,8-Speed A/T,0,38500,380.0,21,699,3,0,10
Jeep,Gladiator Sport,2021,16,Gasoline,8-Speed A/T,0,40459,304.0,22,819,3,0,4
RAM,1500 Big Horn,2021,50,Gasoline,8-Speed A/T,0,42816,369.0,44,4,3,0,4
Porsche,Cayenne Diesel,2015,97,Diesel,8-Speed A/T,0,29995,240.0,43,424,0,0,10
Chevrolet,Camaro Base,2002,89,Gasoline,A/T,0,10400,200.0,9,402,3,0,23
Porsche,Cayenne S,2015,52,Gasoline,8-Speed A/T,1,37500,420.0,43,430,3,0,10
Dodge,Challenger R/T Scat Pack,2019,76,Gasoline,A/T,0,35998,432.0,11,442,3,0,6
Lexus,ES 350 Base,2010,114,Gasoline,A/T,1,11000,272.0,27,569,3,0,15
Audi,Q3 2.0T Premium Plus,2015,155,Gasoline,A/T,1,13500,200.0,3,1223,3,0,10
Mercedes-Benz,E-Class E 550,2016,50,Gasoline,7-Speed A/T,1,33995,402.0,36,554,3,0,9
BMW,650 i xDrive,2015,76,Gasoline,Transmission w/Dual Shift Mode,0,32000,445.0,4,116,3,2,10
Porsche,Cayman Base,2016,10,Gasoline,7-Speed A/T,0,50999,275.0,43,434,3,0,9
INFINITI,FX50 Base,2009,190,Gasoline,7-Speed A/T,1,12500,390.0,20,708,3,0,16
Ford,F-150 XLT,2020,92,Gasoline,10-Speed A/T,0,29999,375.0,14,670,3,0,5
Chevrolet,Camaro 2LT,2017,24,Gasoline,6-Speed Manual,0,32000,335.0,9,400,3,1,8
RAM,1500 Big Horn,2020,25,Gasoline,8-Speed A/T,0,43250,369.0,44,4,3,0,5
Chevrolet,Silverado 2500 H/D,2001,167,Gasoline,4-Speed A/T,1,6500,300.0,9,1573,3,0,24
RAM,1500 Laramie,2022,19,Gasoline,A/T,0,49700,369.0,44,10,3,0,3
Porsche,911 Turbo,2018,28,Gasoline,Transmission w/Dual Shift Mode,1,147500,540.0,43,161,3,2,7
Ford,Mustang V6,2016,54,Gasoline,6-Speed A/T,0,23999,300.0,14,1130,3,0,9
Hyundai,Accent GL,2003,83,Gasoline,Manual,0,2900,104.0,19,249,3,1,22
Audi,Q5 S line Premium Plus,2022,10,Hybrid,A/T,0,40598,232.0,3,1237,4,0,3
Ford,F-150 XLT,2021,43,Gasoline,10-Speed A/T,0,43642,309.0,14,670,3,0,4
Lexus,RC F Base,2015,51,Gasoline,8-Speed A/T,0,43000,467.0,27,1294,3,0,10
Chevrolet,Suburban 1500 LT,2015,154,E85 Flex Fuel,6-Speed A/T,1,23000,355.0,9,1622,1,0,10
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9,Gasoline,A/T,0,115000,575.0,26,1432,3,0,3
Dodge,Viper SRT-10,2003,11,Gasoline,6-Speed Manual,0,65499,500.0,11,1755,3,1,22
RAM,1500 Laramie,2020,10,Gasoline,8-Speed A/T,0,48815,369.0,44,10,3,0,5
BMW,328 i,2014,85,Gasoline,8-Speed A/T,0,13800,240.0,4,43,3,0,11
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,34,Gasoline,9-Speed A/T,0,45770,385.0,36,206,3,0,6
BMW,M4 Base,2015,98,Gasoline,Transmission w/Dual Shift Mode,0,32999,425.0,4,976,3,2,10
BMW,750 i,2008,95,Gasoline,A/T,1,7300,360.0,4,132,3,0,17
Ford,Expedition Limited,2023,9,Gasoline,A/T,0,85000,440.0,14,636,3,0,2
Chevrolet,Traverse Premier,2023,12,Gasoline,9-Speed A/T,0,47000,310.0,9,1721,3,0,2
Cadillac,Escalade Platinum,2020,49,Gasoline,A/T,1,61500,420.0,8,611,3,0,5
RAM,3500 Tradesman,2023,3,Diesel,A/T,1,69900,400.0,44,56,0,0,2
Audi,TT 1.8L,2005,125,Gasoline,Transmission w/Dual Shift Mode,0,6900,180.0,3,1652,3,2,20
RAM,1500 Big Horn,2021,24,Hybrid,A/T,0,42000,395.0,44,4,4,0,4
Mazda,CX-7 Sport,2009,113,Gasoline,6-Speed A/T,0,5499,244.0,34,389,3,0,16
INFINITI,QX60 Base,2017,89,Gasoline,Transmission w/Dual Shift Mode,0,18000,295.0,20,1262,3,2,8
Ford,F-250 Platinum,2017,22,E85 Flex Fuel,6-Speed A/T,1,53000,385.0,14,677,1,0,8
Jeep,Compass Limited,2022,20,Gasoline,9-Speed A/T,0,28298,190.0,22,479,3,0,3
INFINITI,QX80 SENSORY,2023,9,Gasoline,7-Speed A/T,0,78990,400.0,20,1268,3,0,2
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,5,Gasoline,10-Speed A/T,0,57000,355.0,9,1568,3,0,3
Hyundai,Genesis Coupe 2.0T,2010,65,Gasoline,A/T,0,8900,210.0,19,804,3,0,15
Chevrolet,Camaro 1SS,2021,15,Gasoline,6-Speed Manual,0,43500,455.0,9,399,3,1,4
Chevrolet,Tahoe Base,1997,229,Diesel,A/T,1,19500,180.0,9,1668,0,0,28
Audi,A6 3.0 TDI Premium Plus,2014,42,Diesel,8-Speed A/T,0,26500,240.0,3,183,0,0,11
Land,Rover Defender S,2023,16,Gasoline,8-Speed A/T,0,69900,296.0,26,1376,3,0,2
Porsche,Cayenne S,2016,76,Gasoline,Transmission w/Dual Shift Mode,0,42000,420.0,43,430,3,2,9
Chevrolet,Suburban Premier,2019,106,Gasoline,6-Speed A/T,0,39000,355.0,9,1629,3,0,6
Chevrolet,Suburban Premier,2019,51,Gasoline,6-Speed A/T,0,49900,355.0,9,1629,3,0,6
Dodge,Dart SE,2016,77,Gasoline,Manual,1,8100,160.0,11,537,3,1,9
Ford,F-250 Lariat,2019,80,E85 Flex Fuel,A/T,0,42500,385.0,14,675,1,0,6
Toyota,Sequoia SR5,2002,244,Gasoline,A/T,1,3950,240.0,53,1529,3,0,23
Ford,Mustang GT,2014,39,Gasoline,6-Speed Manual,1,28500,420.0,14,1121,3,1,11
Chevrolet,Corvette Stingray w/2LT,2020,12,Gasoline,Transmission w/Dual Shift Mode,0,84999,490.0,9,510,3,2,5
Hyundai,Genesis Coupe 3.8 Base,2016,45,Gasoline,8-Speed A/T,0,20999,348.0,19,806,3,0,9
Ford,Focus ST Base,2014,110,Gasoline,6-Speed Manual,0,9495,252.0,14,719,3,1,11
Cadillac,CTS Luxury,2011,66,Gasoline,6-Speed A/T,0,16499,270.0,8,376,3,0,14
Subaru,Baja Base,2003,71,Gasoline,5-Speed Manual,0,14900,165.0,50,296,3,1,22
Toyota,Highlander XLE,2019,81,Gasoline,8-Speed A/T,0,30275,309.0,53,868,3,0,6
Chevrolet,Corvette Stingray Z51,2019,7,Gasoline,8-Speed A/T,0,63900,460.0,9,508,3,0,6
Dodge,Durango SRT,2020,36,Gasoline,8-Speed A/T,0,62000,475.0,11,542,3,0,5
Acura,TSX 2.4,2010,116,Gasoline,6-Speed Manual,1,9000,201.0,0,1649,3,1,15
Chevrolet,Camaro 2SS,2018,43,Gasoline,Transmission w/Dual Shift Mode,1,41100,455.0,9,401,3,2,7
BMW,640 Gran Coupe i,2014,40,Gasoline,Transmission w/Dual Shift Mode,1,26000,315.0,4,110,3,2,11
Audi,S5 3.0T Premium Plus,2014,151,Gasoline,Transmission w/Dual Shift Mode,0,15400,333.0,3,1470,3,2,11
Alfa,Romeo Giulia Base,2017,48,Gasoline,A/T,0,20500,280.0,1,1366,3,0,8
Toyota,Highlander XLE,2023,9,Gasoline,8-Speed A/T,0,44596,190.0,53,868,3,0,2
Rolls-Royce,Ghost Base,2011,79,Gasoline,8-Speed A/T,1,80300,563.0,46,814,3,0,14
Dodge,Challenger R/T,2020,54,Gasoline,8-Speed A/T,0,34000,372.0,11,441,3,0,5
Porsche,Cayenne Base,2016,110,Gasoline,A/T,1,25900,300.0,43,423,3,0,9
Chevrolet,Bolt EV LT,2020,50,Electric,A/T,0,24900,200.0,9,310,2,0,5
Mercedes-Benz,Metris Base,2020,14,Gasoline,7-Speed A/T,0,48000,208.0,36,1077,3,0,5
Dodge,Charger SRT Hellcat Widebody,2023,5,Gasoline,Transmission w/Dual Shift Mode,0,110000,717.0,11,457,3,2,2
Chevrolet,Silverado 1500 ZR2,2022,12,Gasoline,A/T,0,68590,464.0,9,1572,3,0,3
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86,Gasoline,A/T,1,72777,577.0,36,237,3,0,8
Chevrolet,Silverado 1500 LT,2017,59,Gasoline,6-Speed Electronically Controlled A/T with O,0,36590,339.0,9,1561,3,0,8
Lexus,RC 350 Base,2016,78,Gasoline,6-Speed A/T,0,30919,309.0,27,1292,3,0,9
GMC,Acadia SLE-1,2015,115,Gasoline,6-Speed A/T,1,12433,304.0,15,245,3,0,10
Porsche,911 GT3,2016,31,Gasoline,7-Speed A/T,0,138999,475.0,43,157,3,0,9
MINI,Cooper Base,2003,104,Gasoline,5-Speed Manual,1,5995,115.0,31,494,3,1,22
Mazda,MX-5 Miata Sport,2008,40,Gasoline,Transmission w/Dual Shift Mode,0,13250,158.0,34,1026,3,2,17
Toyota,4Runner TRD Off Road,2019,80,Gasoline,A/T,0,33333,270.0,53,86,3,0,6
Toyota,Highlander Limited,2008,166,Gasoline,A/T,1,9000,270.0,53,864,3,0,17
BMW,650 Gran Coupe i,2014,92,Gasoline,Transmission w/Dual Shift Mode,1,24000,445.0,4,113,3,2,11
Hyundai,Palisade Calligraphy,2023,2,Gasoline,Transmission w/Dual Shift Mode,0,55000,291.0,19,1180,3,2,2
Pontiac,Solstice GXP,2008,38,Gasoline,5-Speed Manual,0,19950,260.0,42,1585,3,1,17
Land,Rover Range Rover Evoque SE Premium,2018,42,Gasoline,Transmission w/Dual Shift Mode,0,38999,237.0,26,1410,3,2,7
Porsche,Cayenne Diesel,2014,87,Diesel,Transmission w/Dual Shift Mode,0,33500,240.0,43,424,0,2,11
BMW,M3 Competition xDrive,2023,3,Gasoline,8-Speed A/T,0,95580,503.0,4,973,3,0,2
Toyota,Avalon Limited,2008,111,Gasoline,Transmission w/Dual Shift Mode,0,7900,268.0,53,283,3,2,17
BMW,M3 Base,2011,98,Gasoline,7-Speed A/T,0,27000,414.0,4,970,3,0,14
Porsche,Panamera Base,2018,42,Gasoline,8-Speed A/T,1,53999,330.0,43,1188,3,0,7
Jeep,Wrangler Sport,2001,171,Gasoline,5-Speed Manual,1,15000,181.0,22,1771,3,1,24
Honda,Passport TrailSport,2023,12,Gasoline,9-Speed A/T,0,39999,280.0,17,1198,3,0,2
Mercedes-Benz,SL-Class SL 550,2013,25,Gasoline,Transmission w/Dual Shift Mode,1,40250,429.0,36,1491,3,2,12
Audi,RS 4 Base,2007,100,Gasoline,6-Speed Manual,0,29995,420.0,3,1306,3,1,18
Toyota,Avalon Limited,2022,16,Gasoline,8-Speed A/T,0,39390,309.0,53,283,3,0,3
Mercedes-Benz,E-Class E 350 4MATIC,2008,67,Gasoline,A/T,0,11900,268.0,36,550,3,0,17
GMC,Yukon Denali,2021,30,Gasoline,A/T,1,74500,420.0,15,1866,3,0,4
Porsche,Panamera 4S,2017,43,Gasoline,Transmission w/Dual Shift Mode,0,78000,440.0,43,1187,3,2,8
Ford,Explorer XLT,2021,34,Gasoline,10-Speed A/T,1,36995,269.0,14,650,3,0,4
Land,Rover LR4 HSE LUX Landmark Edition,2016,63,Gasoline,8-Speed A/T,0,31000,340.0,26,1394,3,0,9
Acura,TLX Type S w/Performance Tire,2023,5,Gasoline,10-Speed A/T,0,52000,355.0,0,1645,3,0,2
Toyota,Tacoma Base,2020,27,Gasoline,6 Speed At/Mt,0,42998,309.0,53,1661,3,2,5
Hummer,H3 Base,2010,107,Gasoline,A/T,0,13500,239.0,18,854,3,0,15
Tesla,Model 3 Long Range,2018,62,Electric,A/T,0,25900,271.0,52,1083,2,0,7
Jeep,Wrangler Unlimited Sahara,2017,128,Gasoline,5-Speed A/T,0,26800,285.0,22,1777,3,0,8
Chevrolet,Camaro 2SS,2018,26,Gasoline,8-Speed A/T,0,39000,455.0,9,401,3,0,7
Audi,S6 4.0T,2015,74,Gasoline,7-Speed A/T,0,29950,420.0,3,1473,3,0,10
Audi,TT RS Base,2012,55,Gasoline,6-Speed Manual,0,28900,360.0,3,1658,3,1,13
INFINITI,QX56 Base,2012,142,Gasoline,Transmission w/Dual Shift Mode,0,11500,400.0,20,1260,3,2,13
Volkswagen,New Beetle GLS,2001,63,Gasoline,4-Speed A/T,0,12000,115.0,54,1150,3,0,24
Audi,Q5 S line Premium Plus,2022,14,Hybrid,A/T,0,44998,232.0,3,1237,4,0,3
Ford,F-250 XL,2014,36,E85 Flex Fuel,Transmission w/Dual Shift Mode,1,27900,385.0,14,678,1,2,11
GMC,Yukon XL Denali,2022,48,Gasoline,10-Speed A/T,1,71999,464.0,15,1872,3,0,3
Audi,A4 2.0T Premium,2012,125,Gasoline,8-Speed A/T,0,10500,211.0,3,169,3,0,13
Mazda,CX-30 Premium Package,2021,45,Gasoline,6-Speed A/T,0,25382,213.0,34,383,3,0,4
Lexus,ES 350 Base,2016,54,Gasoline,A/T,0,27500,268.0,27,569,3,0,9
Jeep,Wrangler Sahara,2008,54,Gasoline,A/T,0,20000,202.0,22,1769,3,0,17
Chevrolet,Avalanche 1500 LTZ,2007,129,Gasoline,A/T,0,17950,366.0,9,280,3,0,18
Jeep,Grand Cherokee L Laredo,2022,10,Gasoline,A/T,0,44646,304.0,22,841,3,0,3
Acura,MDX w/Advance Package,2023,4,Gasoline,A/T,0,58998,309.0,0,1004,3,0,2
Nissan,Pathfinder SL,2018,167,Gasoline,A/T,0,14500,284.0,39,1201,3,0,7
